"NDCNUM","THRCLDS","THRDTDS","ROADS"
"41764016048","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"41764016610","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"41764016620","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"41764023801","Antibiot, Cephalosporin & Rel.","Cephradine","Oral"
"41764023810","Antibiot, Cephalosporin & Rel.","Cephradine","Oral"
"41764023820","Antibiot, Cephalosporin & Rel.","Cephradine","Oral"
"41764023828","Antibiot, Cephalosporin & Rel.","Cephradine","Oral"
"41764023840","Antibiot, Cephalosporin & Rel.","Cephradine","Oral"
"41764023901","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"41764023910","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"41764023920","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"41764023930","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"41764024001","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"41764024010","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"41764024020","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"41764024030","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"41764024050","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42023010701","Antibiotics, Misc","Colistine/Colistimethate","Injection"
"42023010706","Antibiotics, Misc","Colistine/Colistimethate","Injection"
"42023013101","Antibiotics, Misc","Colistine/Colistimethate","Injection"
"42023013106","Antibiotics, Misc","Colistine/Colistimethate","Injection"
"42023019101","Antibiot, B-Lactam Antibiotics","Meropenem & Comb.","Intravenous"
"42023019110","Antibiot, B-Lactam Antibiotics","Meropenem & Comb.","Intravenous"
"42023019201","Antibiot, B-Lactam Antibiotics","Meropenem & Comb.","Intravenous"
"42023019210","Antibiot, B-Lactam Antibiotics","Meropenem & Comb.","Intravenous"
"42023022101","Antibiot, B-Lactam Antibiotics","Ertapenem","Injection"
"42023022110","Antibiot, B-Lactam Antibiotics","Ertapenem","Injection"
"42023022185","Antibiot, B-Lactam Antibiotics","Ertapenem","Injection"
"42023022189","Antibiot, B-Lactam Antibiotics","Ertapenem","Injection"
"42043012001","Antibiot, Cephalosporin & Rel.","Cefpodoxime Proxetil","Oral"
"42043012020","Antibiot, Cephalosporin & Rel.","Cefpodoxime Proxetil","Oral"
"42043012101","Antibiot, Cephalosporin & Rel.","Cefpodoxime Proxetil","Oral"
"42043012120","Antibiot, Cephalosporin & Rel.","Cefpodoxime Proxetil","Oral"
"42043014001","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42043014005","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42043014101","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42043014105","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42043014238","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42043014258","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42043014338","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42043014358","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42043023006","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"42043023020","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"42043023106","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"42043023120","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"42043024201","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"42043024250","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"42043025006","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"42043025138","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"42043025167","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"42043025238","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"42043025267","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"42043026238","Antibiot, Cephalosporin & Rel.","Cefprozil","Oral"
"42043026257","Antibiot, Cephalosporin & Rel.","Cefprozil","Oral"
"42043026277","Antibiot, Cephalosporin & Rel.","Cefprozil","Oral"
"42043026338","Antibiot, Cephalosporin & Rel.","Cefprozil","Oral"
"42043026357","Antibiot, Cephalosporin & Rel.","Cefprozil","Oral"
"42043026377","Antibiot, Cephalosporin & Rel.","Cefprozil","Oral"
"42254002614","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42254002620","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42254002621","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42254002630","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42254002640","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42254002642","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42254006414","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"42254006415","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"42254007006","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"42254007014","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"42254008006","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42254008012","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42254008014","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42254008020","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42254008021","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42254008028","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42254008030","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42254008040","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42254009920","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"42254012030","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42254012700","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"42254012760","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"42254013900","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42254014610","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"42254014614","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"42254014620","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"42254014628","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"42254015210","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"42254017705","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"42254017720","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"42254018100","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42254018814","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"42254019101","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"42254019730","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42254019915","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"42254020015","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"42254020022","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"42254020030","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"42254021500","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42254021710","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42254021720","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42254023212","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42254025101","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"42254025220","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"42254027220","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42254028200","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42254033810","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42254040510","Antibiot, Tetracyclines","Doxycycline","Oral"
"42254040514","Antibiot, Tetracyclines","Doxycycline","Oral"
"42254040520","Antibiot, Tetracyclines","Doxycycline","Oral"
"42254040540","Antibiot, Tetracyclines","Doxycycline","Oral"
"42291012050","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42291012150","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42291015605","Antibiot, Tetracyclines","Doxycycline","Oral"
"42291015625","Antibiot, Tetracyclines","Doxycycline","Oral"
"42291020850","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42291020950","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42291021601","Antibiot, Penicillins","Dicloxacillin Sodium","Oral"
"42291024830","Antibiot, Tetracyclines","Doxycycline","Oral"
"42291024831","Antibiot, Tetracyclines","Doxycycline","Oral"
"42291024850","Antibiot, Tetracyclines","Doxycycline","Oral"
"42291024905","Antibiot, Tetracyclines","Doxycycline","Oral"
"42291025005","Antibiot, Tetracyclines","Doxycycline","Oral"
"42291025050","Antibiot, Tetracyclines","Doxycycline","Oral"
"42291026360","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"42291026401","Antibiot, Tetracyclines","Demeclocycline","Oral"
"42291026548","Antibiot, Tetracyclines","Demeclocycline","Oral"
"42291043105","Antibiot, Tetracyclines","Doxycycline","Oral"
"42291043250","Antibiot, Tetracyclines","Doxycycline","Oral"
"42291057401","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"42291058990","Antibiot, Tetracyclines","Minocycline","Oral"
"42291059160","Antibiot, Tetracyclines","Minocycline","Oral"
"42291062005","Antibiot, Tetracyclines","Minocycline","Oral"
"42291062050","Antibiot, Tetracyclines","Minocycline","Oral"
"42291079801","Antibiot, Tetracyclines","Tetracycline","Oral"
"42291079901","Antibiot, Tetracyclines","Tetracycline","Oral"
"42291084590","Anti-Infectives, Misc","Trimethoprim & Comb.","Oral"
"42292000101","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"42292000119","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"42292000120","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"42292000801","Antibiotics, Misc","Linezolid","Oral"
"42292000803","Antibiotics, Misc","Linezolid","Oral"
"42292001801","Antibiotics, Misc","Clindamycin","Oral"
"42292001820","Antibiotics, Misc","Clindamycin","Oral"
"42546075030","Antibiot, Tetracyclines","Doxycycline","Oral"
"42546077130","Antibiot, Tetracyclines","Minocycline","Oral"
"42546077430","Antibiot, Tetracyclines","Minocycline","Oral"
"42546077730","Antibiot, Tetracyclines","Minocycline","Oral"
"42549030628","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42549050414","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"42549050610","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42549050628","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42549053120","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42549053228","Antibiotics, Misc","Clindamycin","Oral"
"42549053260","Antibiotics, Misc","Clindamycin","Oral"
"42549056504","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42549056510","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42549056528","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42549056530","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42549056540","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42549057020","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42549060014","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"42549062410","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42549073832","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42571016030","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42571016101","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42571016142","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42571016201","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42571016242","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42571025001","Antibiotics, Misc","Clindamycin","Oral"
"42571025101","Antibiotics, Misc","Clindamycin","Oral"
"42571025201","Antibiotics, Misc","Clindamycin","Oral"
"42582021110","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42582021118","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42582021210","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42582021218","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"42582021418","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"42783061030","Antibiot, Tetracyclines","Doxycycline","Oral"
"42783061060","Antibiot, Tetracyclines","Doxycycline","Oral"
"42783063330","Antibiot, Tetracyclines","Doxycycline","Multiple Routes"
"42783066360","Antibiot, Tetracyclines","Doxycycline","Multiple Routes"
"42806014301","Antibiot, Tetracyclines","Demeclocycline","Oral"
"42806014448","Antibiot, Tetracyclines","Demeclocycline","Oral"
"42806014731","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"42806014932","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"42806015033","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"42806015134","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"42806031205","Antibiot, Tetracyclines","Doxycycline","Oral"
"42806031250","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063000210","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"43063001504","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001506","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001515","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001521","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001524","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001530","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001540","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001560","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001604","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063001606","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063001609","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063001610","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063001615","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063001620","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063001624","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063001628","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063001630","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063001640","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063001706","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001709","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001714","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001715","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001721","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001724","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001728","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001730","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001740","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001742","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001750","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001756","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001760","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001763","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063001906","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063002104","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063004704","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063004706","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063004708","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063004709","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063004710","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063004714","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063004720","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063004721","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063004724","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063004728","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063004730","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063004740","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063004756","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063005406","Antibiot, Penicillins","Penicillin V","Oral"
"43063005430","Antibiot, Penicillins","Penicillin V","Oral"
"43063005440","Antibiot, Penicillins","Penicillin V","Oral"
"43063005606","Antibiotics, Misc","Clindamycin","Oral"
"43063007703","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063007704","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063007706","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063009002","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063009004","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063009604","Antibiot, Penicillins","Penicillin V","Oral"
"43063009606","Antibiot, Penicillins","Penicillin V","Oral"
"43063009615","Antibiot, Penicillins","Penicillin V","Oral"
"43063009620","Antibiot, Penicillins","Penicillin V","Oral"
"43063009628","Antibiot, Penicillins","Penicillin V","Oral"
"43063009630","Antibiot, Penicillins","Penicillin V","Oral"
"43063009640","Antibiot, Penicillins","Penicillin V","Oral"
"43063010806","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063011006","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"43063017302","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"43063018006","Antibiot, Penicillins","Dicloxacillin Sodium","Oral"
"43063019430","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"43063026904","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"43063030720","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"43063034104","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063034203","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063036220","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063036221","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063036228","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063036230","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063036240","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063037702","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063039404","Antibiotics, Misc","Clindamycin","Oral"
"43063039406","Antibiotics, Misc","Clindamycin","Oral"
"43063039415","Antibiotics, Misc","Clindamycin","Oral"
"43063039417","Antibiotics, Misc","Clindamycin","Oral"
"43063039420","Antibiotics, Misc","Clindamycin","Oral"
"43063039428","Antibiotics, Misc","Clindamycin","Oral"
"43063039430","Antibiotics, Misc","Clindamycin","Oral"
"43063039440","Antibiotics, Misc","Clindamycin","Oral"
"43063039442","Antibiotics, Misc","Clindamycin","Oral"
"43063039456","Antibiotics, Misc","Clindamycin","Oral"
"43063039460","Antibiotics, Misc","Clindamycin","Oral"
"43063039480","Antibiotics, Misc","Clindamycin","Oral"
"43063040002","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"43063040010","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"43063040012","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"43063040014","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"43063040020","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"43063040040","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"43063043421","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063043430","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063043440","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063046614","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"43063046620","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"43063047330","Antibiot, Penicillins","Dicloxacillin Sodium","Oral"
"43063049704","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063049706","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063049708","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063049709","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063049710","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063049715","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063049720","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063049728","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063049730","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063049740","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063050602","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063050603","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063050607","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063050679","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063050804","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"43063052014","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"43063052106","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063052404","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063052902","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063052906","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063052914","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063052920","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063052928","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063053014","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"43063053020","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"43063053604","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063053606","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063053608","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063053609","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063053610","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063053614","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063053620","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063053621","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063053628","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063053630","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063053640","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063053656","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43063054002","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063054003","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063054005","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063054007","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063054079","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063054206","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063054208","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063054209","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063054214","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063054215","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063054221","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063054228","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063054230","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063054240","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063054260","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063055310","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"43063055314","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"43063055320","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"43063055328","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"43063055704","Antibiot, Penicillins","Penicillin V","Oral"
"43063055706","Antibiot, Penicillins","Penicillin V","Oral"
"43063055715","Antibiot, Penicillins","Penicillin V","Oral"
"43063055720","Antibiot, Penicillins","Penicillin V","Oral"
"43063055728","Antibiot, Penicillins","Penicillin V","Oral"
"43063055730","Antibiot, Penicillins","Penicillin V","Oral"
"43063055740","Antibiot, Penicillins","Penicillin V","Oral"
"43063056306","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063056308","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063056309","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063056314","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063056315","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063056321","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063056328","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063056330","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063056340","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063056356","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063056360","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063056363","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063056802","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063056803","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063056879","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063057202","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063057204","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063057404","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063057406","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063057415","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063057421","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063057430","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063057628","Antibiot, Penicillins","Penicillin V","Oral"
"43063057640","Antibiot, Penicillins","Penicillin V","Oral"
"43063058420","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"43063059520","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"43063059528","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"43063059720","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"43063062520","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063062560","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063062620","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063062660","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063063204","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063063209","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063063210","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063063214","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063063221","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063063225","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063063228","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
